chr	start	end	gene_id	strand	kgID	bioentity	symbol	gene_info
chr8	47275832	47276832	uc003xqf.4_up_1000_chr8_47275833_f	+	uc003xqf.4	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47290052	47291052	uc064mpm.1_up_1000_chr8_47290053_f	+	uc064mpm.1	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47359818	47360818	uc064mpn.1_up_1000_chr8_47359819_f	+	uc064mpn.1	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47406860	47407860	uc064mpo.1_up_1000_chr8_47406861_f	+	uc064mpo.1	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47439400	47440400	uc064mpp.1_up_1000_chr8_47439401_f	+	uc064mpp.1	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47653087	47654087	uc064mpr.1_up_1000_chr8_47653088_f	+	uc064mpr.1	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47658663	47659663	uc064mps.1_up_1000_chr8_47658664_f	+	uc064mps.1	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47672532	47673532	uc064mpu.1_up_1000_chr8_47672533_f	+	uc064mpu.1	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47687441	47688441	uc064mpv.1_up_1000_chr8_47687442_f	+	uc064mpv.1	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47696755	47697755	uc064mpw.1_up_1000_chr8_47696756_f	+	uc064mpw.1	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47726195	47727195	uc064mpx.1_up_1000_chr8_47726196_f	+	uc064mpx.1	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47726252	47727252	uc064mpy.1_up_1000_chr8_47726253_f	+	uc064mpy.1	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47727719	47728719	uc064mpz.1_up_1000_chr8_47727720_f	+	uc064mpz.1	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47731558	47732558	uc064mqa.1_up_1000_chr8_47731559_f	+	uc064mqa.1	RGD:1566036	SPIDR	scaffolding protein involved in DNA repair
chr8	47778537	47779537	uc064mqb.1_up_1000_chr8_47778538_r	-	uc064mqb.1	RGD:1308982	PRKDC	protein kinase, DNA activated, catalytic polypeptide
chr8	47778719	47779719	uc064mqc.1_up_1000_chr8_47778720_r	-	uc064mqc.1	RGD:1308982	PRKDC	protein kinase, DNA activated, catalytic polypeptide
chr8	47779361	47780361	uc064mqe.1_up_1000_chr8_47779362_r	-	uc064mqe.1	RGD:1308982	PRKDC	protein kinase, DNA activated, catalytic polypeptide
chr8	47783007	47784007	uc064mqd.1_up_1000_chr8_47783008_r	-	uc064mqd.1	RGD:1308982	PRKDC	protein kinase, DNA activated, catalytic polypeptide
chr8	47784139	47785139	uc064mqf.1_up_1000_chr8_47784140_r	-	uc064mqf.1	RGD:1308982	PRKDC	protein kinase, DNA activated, catalytic polypeptide
chr8	47864792	47865792	uc064mqh.1_up_1000_chr8_47864793_r	-	uc064mqh.1	RGD:1308982	PRKDC	protein kinase, DNA activated, catalytic polypeptide
chr8	47929169	47930169	uc064mqj.1_up_1000_chr8_47929170_r	-	uc064mqj.1	RGD:1308982	PRKDC	protein kinase, DNA activated, catalytic polypeptide
chr8	47939950	47940950	uc064mqk.1_up_1000_chr8_47939951_r	-	uc064mqk.1	RGD:1308982	PRKDC	protein kinase, DNA activated, catalytic polypeptide
chr8	47959309	47960309	uc064mql.1_up_1000_chr8_47959310_r	-	uc064mql.1	RGD:1308982	PRKDC	protein kinase, DNA activated, catalytic polypeptide
chr8	47960178	47961178	uc033bki.2_up_1000_chr8_47960179_r	-	uc033bki.2	RGD:1308982	PRKDC	protein kinase, DNA activated, catalytic polypeptide
chr8	47960183	47961183	uc033bkh.1_up_1000_chr8_47960184_r	-	uc033bkh.1	RGD:1308982	PRKDC	protein kinase, DNA activated, catalytic polypeptide
chr8	48007399	48008399	uc003xqm.4_up_1000_chr8_48007400_f	+	uc003xqm.4	RGD:727838	UBE2V2	ubiquitin conjugating enzyme E2 V2
chr8	48007414	48008414	uc064mrb.1_up_1000_chr8_48007415_f	+	uc064mrb.1	RGD:727838	UBE2V2	ubiquitin conjugating enzyme E2 V2
chr8	48007418	48008418	uc064mrc.1_up_1000_chr8_48007419_f	+	uc064mrc.1	RGD:727838	UBE2V2	ubiquitin conjugating enzyme E2 V2
chr8	48007441	48008441	uc064mrd.1_up_1000_chr8_48007442_f	+	uc064mrd.1	RGD:727838	UBE2V2	ubiquitin conjugating enzyme E2 V2
chr8	48007450	48008450	uc064mre.1_up_1000_chr8_48007451_f	+	uc064mre.1	RGD:727838	UBE2V2	ubiquitin conjugating enzyme E2 V2
chr8	48040746	48041746	uc064mrf.1_up_1000_chr8_48040747_f	+	uc064mrf.1	RGD:727838	UBE2V2	ubiquitin conjugating enzyme E2 V2
chr8	48042032	48043032	uc064mrg.1_up_1000_chr8_48042033_f	+	uc064mrg.1	RGD:727838	UBE2V2	ubiquitin conjugating enzyme E2 V2
chr8	48048579	48049579	uc064mrh.1_up_1000_chr8_48048580_f	+	uc064mrh.1	RGD:727838	UBE2V2	ubiquitin conjugating enzyme E2 V2
chr8	66869748	66870748	uc003xwz.4_up_1000_chr8_66869749_f	+	uc003xwz.4	RGD:1561068	MCMDC2	minichromosome maintenance domain containing 2
chr8	66869748	66870748	uc011lev.3_up_1000_chr8_66869749_f	+	uc011lev.3	RGD:1561068	MCMDC2	minichromosome maintenance domain containing 2
chr8	66869770	66870770	uc064nkq.1_up_1000_chr8_66869771_f	+	uc064nkq.1	RGD:1561068	MCMDC2	minichromosome maintenance domain containing 2
chr8	66869789	66870789	uc003xwv.4_up_1000_chr8_66869790_f	+	uc003xwv.4	RGD:1561068	MCMDC2	minichromosome maintenance domain containing 2
chr8	66869797	66870797	uc064nkr.1_up_1000_chr8_66869798_f	+	uc064nkr.1	RGD:1561068	MCMDC2	minichromosome maintenance domain containing 2
chr8	66870501	66871501	uc003xwy.5_up_1000_chr8_66870502_f	+	uc003xwy.5	RGD:1561068	MCMDC2	minichromosome maintenance domain containing 2
chr8	66873047	66874047	uc064nks.1_up_1000_chr8_66873048_f	+	uc064nks.1	RGD:1561068	MCMDC2	minichromosome maintenance domain containing 2
chr8	71299108	71300108	uc064npt.1_up_1000_chr8_71299109_r	-	uc064npt.1	RGD:1584849	EYA1	EYA transcriptional coactivator and phosphatase 1
chr8	71322461	71323461	uc064npu.1_up_1000_chr8_71322462_r	-	uc064npu.1	RGD:1584849	EYA1	EYA transcriptional coactivator and phosphatase 1
chr8	71356486	71357486	uc003xyr.6_up_1000_chr8_71356487_r	-	uc003xyr.6	RGD:1584849	EYA1	EYA transcriptional coactivator and phosphatase 1
chr8	71356609	71357609	uc064npr.1_up_1000_chr8_71356610_r	-	uc064npr.1	RGD:1584849	EYA1	EYA transcriptional coactivator and phosphatase 1
chr8	71356633	71357633	uc064nps.1_up_1000_chr8_71356634_r	-	uc064nps.1	RGD:1584849	EYA1	EYA transcriptional coactivator and phosphatase 1
chr8	71356678	71357678	uc003xys.6_up_1000_chr8_71356679_r	-	uc003xys.6	RGD:1584849	EYA1	EYA transcriptional coactivator and phosphatase 1
chr8	71356689	71357689	uc003xyt.6_up_1000_chr8_71356690_r	-	uc003xyt.6	RGD:1584849	EYA1	EYA transcriptional coactivator and phosphatase 1
chr8	71361731	71362731	uc064npp.1_up_1000_chr8_71361732_r	-	uc064npp.1	RGD:1584849	EYA1	EYA transcriptional coactivator and phosphatase 1
chr8	71361860	71362860	uc011lfe.3_up_1000_chr8_71361861_r	-	uc011lfe.3	RGD:1584849	EYA1	EYA transcriptional coactivator and phosphatase 1
chr8	71362136	71363136	uc064npq.1_up_1000_chr8_71362137_r	-	uc064npq.1	RGD:1584849	EYA1	EYA transcriptional coactivator and phosphatase 1
chr8	71362232	71363232	uc003xyu.3_up_1000_chr8_71362233_r	-	uc003xyu.3	RGD:1584849	EYA1	EYA transcriptional coactivator and phosphatase 1
chr8	73830474	73831474	uc064nsy.1_up_1000_chr8_73830475_r	-	uc064nsy.1	RGD:6503620	UBE2W	ubiquitin-conjugating enzyme E2W
chr8	73878825	73879825	uc064nta.1_up_1000_chr8_73878826_r	-	uc064nta.1	RGD:6503620	UBE2W	ubiquitin-conjugating enzyme E2W
chr8	73878854	73879854	uc064ntb.1_up_1000_chr8_73878855_r	-	uc064ntb.1	RGD:6503620	UBE2W	ubiquitin-conjugating enzyme E2W
chr8	73878860	73879860	uc064ntc.1_up_1000_chr8_73878861_r	-	uc064ntc.1	RGD:6503620	UBE2W	ubiquitin-conjugating enzyme E2W
chr8	73878875	73879875	uc064nsz.1_up_1000_chr8_73878876_r	-	uc064nsz.1	RGD:6503620	UBE2W	ubiquitin-conjugating enzyme E2W
chr8	73878909	73879909	uc003xzu.5_up_1000_chr8_73878910_r	-	uc003xzu.5	RGD:6503620	UBE2W	ubiquitin-conjugating enzyme E2W
chr8	73878910	73879910	uc003xzv.4_up_1000_chr8_73878911_r	-	uc003xzv.4	RGD:6503620	UBE2W	ubiquitin-conjugating enzyme E2W
chr8	89937347	89938347	uc064ohv.1_up_1000_chr8_89937348_r	-	uc064ohv.1	RGD:621420	NBN	nibrin
chr8	89946625	89947625	uc064ohw.1_up_1000_chr8_89946626_r	-	uc064ohw.1	RGD:621420	NBN	nibrin
chr8	89953354	89954354	uc064ohu.1_up_1000_chr8_89953355_r	-	uc064ohu.1	RGD:621420	NBN	nibrin
chr8	89981655	89982655	uc064ohy.1_up_1000_chr8_89981656_r	-	uc064ohy.1	RGD:621420	NBN	nibrin
chr8	89984237	89985237	uc064oia.1_up_1000_chr8_89984238_r	-	uc064oia.1	RGD:621420	NBN	nibrin
chr8	89984404	89985404	uc064oht.1_up_1000_chr8_89984405_r	-	uc064oht.1	RGD:621420	NBN	nibrin
chr8	89984619	89985619	uc064ohx.1_up_1000_chr8_89984620_r	-	uc064ohx.1	RGD:621420	NBN	nibrin
chr8	89984619	89985619	uc064ohz.1_up_1000_chr8_89984620_r	-	uc064ohz.1	RGD:621420	NBN	nibrin
chr8	89984665	89985665	uc064oib.1_up_1000_chr8_89984666_r	-	uc064oib.1	RGD:621420	NBN	nibrin
chr8	89984716	89985716	uc003yej.2_up_1000_chr8_89984717_r	-	uc003yej.2	RGD:621420	NBN	nibrin
chr8	90003228	90004228	uc003yei.2_up_1000_chr8_90003229_r	-	uc003yei.2	RGD:621420	NBN	nibrin
chr8	94373090	94374090	uc064oqe.1_up_1000_chr8_94373091_r	-	uc064oqe.1	RGD:1306507	RAD54B	RAD54 homolog B (S. cerevisiae)
chr8	94387429	94388429	uc064oqg.1_up_1000_chr8_94387430_r	-	uc064oqg.1	RGD:1306507	RAD54B	RAD54 homolog B (S. cerevisiae)
chr8	94399583	94400583	uc064oqi.1_up_1000_chr8_94399584_r	-	uc064oqi.1	RGD:1306507	RAD54B	RAD54 homolog B (S. cerevisiae)
chr8	94436944	94437944	uc010may.3_up_1000_chr8_94436945_r	-	uc010may.3	RGD:1306507	RAD54B	RAD54 homolog B (S. cerevisiae)
chr8	94468014	94469014	uc064oqk.1_up_1000_chr8_94468015_r	-	uc064oqk.1	RGD:1306507	RAD54B	RAD54 homolog B (S. cerevisiae)
chr8	94475054	94476054	uc064oqj.1_up_1000_chr8_94475055_r	-	uc064oqj.1	RGD:1306507	RAD54B	RAD54 homolog B (S. cerevisiae)
chr8	94475062	94476062	uc003ygn.4_up_1000_chr8_94475063_r	-	uc003ygn.4	RGD:1306507	RAD54B	RAD54 homolog B (S. cerevisiae)
chr8	94475082	94476082	uc064oqh.1_up_1000_chr8_94475083_r	-	uc064oqh.1	RGD:1306507	RAD54B	RAD54 homolog B (S. cerevisiae)
chr8	94475109	94476109	uc003ygk.4_up_1000_chr8_94475110_r	-	uc003ygk.4	RGD:1306507	RAD54B	RAD54 homolog B (S. cerevisiae)
chr8	102214229	102215229	uc064pfl.1_up_1000_chr8_102214230_r	-	uc064pfl.1	RGD:1306045	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
chr8	102219015	102220015	uc064pfo.1_up_1000_chr8_102219016_r	-	uc064pfo.1	RGD:1306045	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
chr8	102238775	102239775	uc064pfj.1_up_1000_chr8_102238776_r	-	uc064pfj.1	RGD:1306045	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
chr8	102238775	102239775	uc064pfk.1_up_1000_chr8_102238776_r	-	uc064pfk.1	RGD:1306045	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
chr8	102238797	102239797	uc064pfq.1_up_1000_chr8_102238798_r	-	uc064pfq.1	RGD:1306045	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
chr8	102238874	102239874	uc010mbv.3_up_1000_chr8_102238875_r	-	uc010mbv.3	RGD:1306045	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
chr8	102238874	102239874	uc010mbw.2_up_1000_chr8_102238875_r	-	uc010mbw.2	RGD:1306045	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
chr8	102238874	102239874	uc064pfm.1_up_1000_chr8_102238875_r	-	uc064pfm.1	RGD:1306045	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
chr8	102238874	102239874	uc064pfn.1_up_1000_chr8_102238875_r	-	uc064pfn.1	RGD:1306045	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
chr8	102238939	102239939	uc064pfp.1_up_1000_chr8_102238940_r	-	uc064pfp.1	RGD:1306045	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
chr8	102239118	102240118	uc003ykn.4_up_1000_chr8_102239119_r	-	uc003ykn.4	RGD:1306045	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
chr8	102261986	102262986	uc064pfs.1_up_1000_chr8_102261987_r	-	uc064pfs.1	RGD:621236	UBR5	ubiquitin protein ligase E3 component n-recognin 5
chr8	102267435	102268435	uc064pfx.1_up_1000_chr8_102267436_r	-	uc064pfx.1	RGD:621236	UBR5	ubiquitin protein ligase E3 component n-recognin 5
chr8	102268718	102269718	uc064pfw.1_up_1000_chr8_102268719_r	-	uc064pfw.1	RGD:621236	UBR5	ubiquitin protein ligase E3 component n-recognin 5
chr8	102272931	102273931	uc064pft.1_up_1000_chr8_102272932_r	-	uc064pft.1	RGD:621236	UBR5	ubiquitin protein ligase E3 component n-recognin 5
chr8	102276820	102277820	uc064pfy.1_up_1000_chr8_102276821_r	-	uc064pfy.1	RGD:621236	UBR5	ubiquitin protein ligase E3 component n-recognin 5
chr8	102293709	102294709	uc064pfz.1_up_1000_chr8_102293710_r	-	uc064pfz.1	RGD:621236	UBR5	ubiquitin protein ligase E3 component n-recognin 5
chr8	102305182	102306182	uc064pga.1_up_1000_chr8_102305183_r	-	uc064pga.1	RGD:621236	UBR5	ubiquitin protein ligase E3 component n-recognin 5
chr8	102305257	102306257	uc064pgb.1_up_1000_chr8_102305258_r	-	uc064pgb.1	RGD:621236	UBR5	ubiquitin protein ligase E3 component n-recognin 5
chr8	102347000	102348000	uc064pgc.1_up_1000_chr8_102347001_r	-	uc064pgc.1	RGD:621236	UBR5	ubiquitin protein ligase E3 component n-recognin 5
chr8	102361209	102362209	uc064pgd.1_up_1000_chr8_102361210_r	-	uc064pgd.1	RGD:621236	UBR5	ubiquitin protein ligase E3 component n-recognin 5
chr8	102412689	102413689	uc003yks.3_up_1000_chr8_102412690_r	-	uc003yks.3	RGD:621236	UBR5	ubiquitin protein ligase E3 component n-recognin 5
chr8	102412759	102413759	uc064pfu.1_up_1000_chr8_102412760_r	-	uc064pfu.1	RGD:621236	UBR5	ubiquitin protein ligase E3 component n-recognin 5
chr8	102412841	102413841	uc003ykr.3_up_1000_chr8_102412842_r	-	uc003ykr.3	RGD:621236	UBR5	ubiquitin protein ligase E3 component n-recognin 5
chr8	116849483	116850483	uc064prs.1_up_1000_chr8_116849484_r	-	uc064prs.1	RGD:1594529	RAD21	RAD21 cohesin complex component
chr8	116852251	116853251	uc064prt.1_up_1000_chr8_116852252_r	-	uc064prt.1	RGD:1594529	RAD21	RAD21 cohesin complex component
chr8	116852252	116853252	uc064prr.1_up_1000_chr8_116852253_r	-	uc064prr.1	RGD:1594529	RAD21	RAD21 cohesin complex component
chr8	116866991	116867991	uc064psa.1_up_1000_chr8_116866992_r	-	uc064psa.1	RGD:1594529	RAD21	RAD21 cohesin complex component
chr8	116874328	116875328	uc064prx.1_up_1000_chr8_116874329_r	-	uc064prx.1	RGD:1594529	RAD21	RAD21 cohesin complex component
chr8	116874360	116875360	uc064pry.1_up_1000_chr8_116874361_r	-	uc064pry.1	RGD:1594529	RAD21	RAD21 cohesin complex component
chr8	116874360	116875360	uc064prz.1_up_1000_chr8_116874361_r	-	uc064prz.1	RGD:1594529	RAD21	RAD21 cohesin complex component
chr8	116874424	116875424	uc064prv.1_up_1000_chr8_116874425_r	-	uc064prv.1	RGD:1594529	RAD21	RAD21 cohesin complex component
chr8	116874528	116875528	uc064prw.1_up_1000_chr8_116874529_r	-	uc064prw.1	RGD:1594529	RAD21	RAD21 cohesin complex component
chr8	116874866	116875866	uc003yod.4_up_1000_chr8_116874867_r	-	uc003yod.4	RGD:1594529	RAD21	RAD21 cohesin complex component
chr8	125090678	125091678	uc064qbu.1_up_1000_chr8_125090679_f	+	uc064qbu.1	RGD:1305156	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
chr8	125090843	125091843	uc064qbv.1_up_1000_chr8_125090844_f	+	uc064qbv.1	RGD:1305156	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
chr8	125090843	125091843	uc064qbw.1_up_1000_chr8_125090844_f	+	uc064qbw.1	RGD:1305156	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
chr8	125090843	125091843	uc064qbx.1_up_1000_chr8_125090844_f	+	uc064qbx.1	RGD:1305156	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
chr8	125090852	125091852	uc003yrw.3_up_1000_chr8_125090853_f	+	uc003yrw.3	RGD:1305156	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
chr8	125090863	125091863	uc064qby.1_up_1000_chr8_125090864_f	+	uc064qby.1	RGD:1305156	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
chr8	125090869	125091869	uc064qbz.1_up_1000_chr8_125090870_f	+	uc064qbz.1	RGD:1305156	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
chr8	125090869	125091869	uc064qca.1_up_1000_chr8_125090870_f	+	uc064qca.1	RGD:1305156	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
chr8	125090878	125091878	uc064qcb.1_up_1000_chr8_125090879_f	+	uc064qcb.1	RGD:1305156	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
chr8	125101318	125102318	uc064qcc.1_up_1000_chr8_125101319_f	+	uc064qcc.1	RGD:1305156	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
chr8	125101357	125102357	uc064qcd.1_up_1000_chr8_125101358_f	+	uc064qcd.1	RGD:1305156	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
chr8	125123143	125124143	uc064qce.1_up_1000_chr8_125123144_f	+	uc064qce.1	RGD:1305156	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
chr8	125362025	125363025	uc064qcg.1_up_1000_chr8_125362026_f	+	uc064qcg.1	RGD:1305156	NSMCE2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
chr8	144290590	144291590	uc064rjw.1_up_1000_chr8_144290591_f	+	uc064rjw.1	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144290597	144291597	uc003zbt.5_up_1000_chr8_144290598_f	+	uc003zbt.5	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144290604	144291604	uc064rjx.1_up_1000_chr8_144290605_f	+	uc064rjx.1	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144291579	144292579	uc064rjy.1_up_1000_chr8_144291580_f	+	uc064rjy.1	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144308033	144309033	uc064rjz.1_up_1000_chr8_144308034_f	+	uc064rjz.1	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144308195	144309195	uc064rka.1_up_1000_chr8_144308196_f	+	uc064rka.1	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144308268	144309268	uc064rkb.1_up_1000_chr8_144308269_f	+	uc064rkb.1	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144308457	144309457	uc064rkc.1_up_1000_chr8_144308458_f	+	uc064rkc.1	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144309398	144310398	uc064rkd.1_up_1000_chr8_144309399_f	+	uc064rkd.1	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144310053	144311053	uc064rke.1_up_1000_chr8_144310054_f	+	uc064rke.1	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144310174	144311174	uc064rkf.1_up_1000_chr8_144310175_f	+	uc064rkf.1	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144310765	144311765	uc064rkg.1_up_1000_chr8_144310766_f	+	uc064rkg.1	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144311612	144312612	uc064rkh.1_up_1000_chr8_144311613_f	+	uc064rkh.1	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144312040	144313040	uc064rki.1_up_1000_chr8_144312041_f	+	uc064rki.1	RGD:620913	HSF1	heat shock transcription factor 1
chr8	144394237	144395237	uc064rlt.1_up_1000_chr8_144394238_r	-	uc064rlt.1	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144394416	144395416	uc064rlr.1_up_1000_chr8_144394417_r	-	uc064rlr.1	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144394441	144395441	uc064rls.1_up_1000_chr8_144394442_r	-	uc064rls.1	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144394716	144395716	uc064rlu.1_up_1000_chr8_144394717_r	-	uc064rlu.1	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144394761	144395761	uc064rlv.1_up_1000_chr8_144394762_r	-	uc064rlv.1	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144395979	144396979	uc064rlx.1_up_1000_chr8_144395980_r	-	uc064rlx.1	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144396730	144397730	uc064rly.1_up_1000_chr8_144396731_r	-	uc064rly.1	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144399346	144400346	uc064rlz.1_up_1000_chr8_144399347_r	-	uc064rlz.1	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144399807	144400807	uc064rma.1_up_1000_chr8_144399808_r	-	uc064rma.1	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144400986	144401986	uc064rmb.1_up_1000_chr8_144400987_r	-	uc064rmb.1	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144401675	144402675	uc033cco.2_up_1000_chr8_144401676_r	-	uc033cco.2	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144409181	144410181	uc064rlw.1_up_1000_chr8_144409182_r	-	uc064rlw.1	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144409288	144410288	uc011lle.2_up_1000_chr8_144409289_r	-	uc011lle.2	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144409349	144410349	uc003zcj.3_up_1000_chr8_144409350_r	-	uc003zcj.3	RGD:1306406	CPSF1	cleavage and polyadenylation specific factor 1
chr8	144442856	144443856	uc064rmz.1_up_1000_chr8_144442857_r	-	uc064rmz.1	RGD:1307483	TONSL	tonsoku-like, DNA repair protein
chr8	144443347	144444347	uc064rna.1_up_1000_chr8_144443348_r	-	uc064rna.1	RGD:1307483	TONSL	tonsoku-like, DNA repair protein
chr8	144444444	144445444	uc011llg.3_up_1000_chr8_144444445_r	-	uc011llg.3	RGD:1307483	TONSL	tonsoku-like, DNA repair protein
chr8	144512373	144513373	uc064ron.1_up_1000_chr8_144512374_r	-	uc064ron.1	RGD:1307732	RECQL4	RecQ like helicase 4
chr8	144512713	144513713	uc064rol.1_up_1000_chr8_144512714_r	-	uc064rol.1	RGD:1307732	RECQL4	RecQ like helicase 4
chr8	144512772	144513772	uc064rom.1_up_1000_chr8_144512773_r	-	uc064rom.1	RGD:1307732	RECQL4	RecQ like helicase 4
chr8	144514514	144515514	uc064roo.1_up_1000_chr8_144514515_r	-	uc064roo.1	RGD:1307732	RECQL4	RecQ like helicase 4
chr8	144516003	144517003	uc064roq.1_up_1000_chr8_144516004_r	-	uc064roq.1	RGD:1307732	RECQL4	RecQ like helicase 4
chr8	144517499	144518499	uc064ror.1_up_1000_chr8_144517500_r	-	uc064ror.1	RGD:1307732	RECQL4	RecQ like helicase 4
chr8	144517572	144518572	uc064rot.1_up_1000_chr8_144517573_r	-	uc064rot.1	RGD:1307732	RECQL4	RecQ like helicase 4
chr8	144517628	144518628	uc064ros.1_up_1000_chr8_144517629_r	-	uc064ros.1	RGD:1307732	RECQL4	RecQ like helicase 4
chr8	144517826	144518826	uc033ccu.2_up_1000_chr8_144517827_r	-	uc033ccu.2	RGD:1307732	RECQL4	RecQ like helicase 4
chr8	144517845	144518845	uc033ccv.2_up_1000_chr8_144517846_r	-	uc033ccv.2	RGD:1307732	RECQL4	RecQ like helicase 4
chr9	32987762	32988762	uc064snu.1_up_1000_chr9_32987763_r	-	uc064snu.1	RGD:628740	APTX	aprataxin
chr9	32988134	32989134	uc064sob.1_up_1000_chr9_32988135_r	-	uc064sob.1	RGD:628740	APTX	aprataxin
chr9	32990088	32991088	uc003zrm.4_up_1000_chr9_32990089_r	-	uc003zrm.4	RGD:628740	APTX	aprataxin
chr9	32990088	32991088	uc064sni.1_up_1000_chr9_32990089_r	-	uc064sni.1	RGD:628740	APTX	aprataxin
chr9	32990088	32991088	uc064snj.1_up_1000_chr9_32990089_r	-	uc064snj.1	RGD:628740	APTX	aprataxin
chr9	32990088	32991088	uc064snk.1_up_1000_chr9_32990089_r	-	uc064snk.1	RGD:628740	APTX	aprataxin
chr9	32990088	32991088	uc064snl.1_up_1000_chr9_32990089_r	-	uc064snl.1	RGD:628740	APTX	aprataxin
chr9	32990088	32991088	uc064snm.1_up_1000_chr9_32990089_r	-	uc064snm.1	RGD:628740	APTX	aprataxin
chr9	32990088	32991088	uc064snn.1_up_1000_chr9_32990089_r	-	uc064snn.1	RGD:628740	APTX	aprataxin
chr9	32990088	32991088	uc064sno.1_up_1000_chr9_32990089_r	-	uc064sno.1	RGD:628740	APTX	aprataxin
chr9	32997331	32998331	uc064snq.1_up_1000_chr9_32997332_r	-	uc064snq.1	RGD:628740	APTX	aprataxin
chr9	32997360	32998360	uc064snp.1_up_1000_chr9_32997361_r	-	uc064snp.1	RGD:628740	APTX	aprataxin
chr9	33001521	33002521	uc064snh.1_up_1000_chr9_33001522_r	-	uc064snh.1	RGD:628740	APTX	aprataxin
chr9	33001522	33002522	uc003zro.4_up_1000_chr9_33001523_r	-	uc003zro.4	RGD:628740	APTX	aprataxin
chr9	33001576	33002576	uc064sng.1_up_1000_chr9_33001577_r	-	uc064sng.1	RGD:628740	APTX	aprataxin
